2558952,1,130914,108,101,10225,,CO000230,1,RTV2558952
2544700,1,130908,109,101,10225,,CO000230,1,RTV2544700
2563774,1,130917,119,101,10225,,CO000230,1,RTV2563774
2573972,1,130920,121,101,10225,,CO000230,1,RTV2573972
2546253,1,130909,122,101,10225,,CO000230,1,RTV2546253
2568506,1,130919,122,101,10225,,CO000230,1,RTV2568506
2625070,1,131014,105,105,10253,,CO000230,1,RTV2625070
2621935,1,131011,114,101,10253,,CO000230,1,RTV2621935
2625552,1,131014,105,105,12674,,CO000230,1,RTV2625552
2618019,1,131009,114,101,12674,,CO000230,1,RTV2618019
2618072,1,131009,114,101,12674,,CO000230,1,RTV2618072
2627548,1,131013,126,101,12674,,CO000230,1,RTV2627548
2627715,1,131013,132,101,12674,,CO000230,1,RTV2627715
2619957,1,131010,140,101,12674,,CO000230,1,RTV2619957
2628251,1,131014,147,101,12674,,CO000230,1,RTV2628251
2629361,1,131014,158,101,12674,,CO000230,1,RTV2629361
2623648,1,131014,166,101,12674,,CO000230,1,RTV2623648
2611721,1,131008,167,101,12674,,CO000230,1,RTV2611721
2614682,1,131008,178,101,12674,,CO000230,1,RTV2614682
2617518,1,131009,179,101,12674,,CO000230,1,RTV2617518
2625614,1,131013,183,101,12674,,CO000230,1,RTV2625614
2626321,1,131013,183,101,12674,,CO000230,1,RTV2626321
2618901,1,131009,233,101,12674,,CO000230,1,RTV2618901
2631215,1,131014,233,101,12674,,CO000230,1,RTV2631215
2624577,1,131013,236,101,12674,,CO000230,1,RTV2624577
2627925,1,131013,236,101,12674,,CO000230,1,RTV2627925
2626487,1,131013,246,101,12674,,CO000230,1,RTV2626487
2621409,1,131011,266,101,12674,,CO000230,1,RTV2621409
2620551,1,131011,272,101,12674,,CO000230,1,RTV2620551
2548026,1,130910,101,101,10275,,CO000230,1,RTV2548026
2621700,1,131011,102,102,10275,,CO000230,1,RTV2621700
2612044,1,131009,105,105,10275,,CO000230,1,RTV2612044
2609511,1,131007,111,101,10275,,CO000230,1,RTV2609511
2616211,1,131008,113,101,10275,,CO000230,1,RTV2616211
2617229,1,131009,114,101,10275,,CO000230,1,RTV2617229
2618009,1,131009,114,101,10275,,CO000230,1,RTV2618009
2549077,1,130909,115,101,10275,,CO000230,1,RTV2549077
2585123,1,130924,117,101,10275,,CO000230,1,RTV2585123
2542620,1,130908,120,101,10275,,CO000230,1,RTV2542620
2559354,1,130915,120,101,10275,,CO000230,1,RTV2559354
2569409,1,130918,120,101,10275,,CO000230,1,RTV2569409
2576538,1,130922,120,101,10275,,CO000230,1,RTV2576538
2591275,1,130928,120,101,10275,,CO000230,1,RTV2591275
2593189,1,130929,120,101,10275,,CO000230,1,RTV2593189
2550646,1,130910,121,101,10275,,CO000230,1,RTV2550646
2597326,1,130930,121,101,10275,,CO000230,1,RTV2597326
2555024,1,130913,122,101,10275,,CO000230,1,RTV2555024
2628997,1,131014,122,101,10275,,CO000230,1,RTV2628997
2558609,1,130916,123,101,10275,,CO000230,1,RTV2558609
2592442,1,130929,123,101,10275,,CO000230,1,RTV2592442
2588908,1,130927,125,101,10275,,CO000230,1,RTV2588908
2566358,1,130917,128,101,10275,,CO000230,1,RTV2566358
2604477,1,131003,128,101,10275,,CO000230,1,RTV2604477
2611617,1,131008,128,101,10275,,CO000230,1,RTV2611617
2548755,1,130909,132,101,10275,,CO000230,1,RTV2548755
2611653,1,131007,132,101,10275,,CO000230,1,RTV2611653
2626517,1,131013,136,101,10275,,CO000230,1,RTV2626517
2542871,1,130908,137,101,10275,,CO000230,1,RTV2542871
2577402,1,130922,139,101,10275,,CO000230,1,RTV2577402
2555532,1,130913,140,101,10275,,CO000230,1,RTV2555532
2571645,1,130919,140,101,10275,,CO000230,1,RTV2571645
2588670,1,130926,140,101,10275,,CO000230,1,RTV2588670
2558052,1,130914,141,101,10275,,CO000230,1,RTV2558052
