3802997,1,141202,102,102,10397,1,CO011423,1,RTV3802997
3798530,1,141201,106,101,10397,1,CO011423,1,RTV3798530
3801817,1,141201,108,101,10397,1,CO011423,1,RTV3801817
3805209,1,141202,117,101,10397,1,CO011423,1,RTV3805209
3806201,1,141202,118,101,10397,1,CO011423,1,RTV3806201
3806204,1,141202,118,101,10397,1,CO011423,1,RTV3806204
3806013,1,141202,127,101,10397,1,CO011423,1,RTV3806013
3805575,1,141202,128,101,10397,1,CO011423,1,RTV3805575
3801633,1,141202,141,101,10397,2,CO011423,1,RTV3801633
3805002,1,141202,150,101,10397,2,CO011423,1,RTV3805002
3806371,1,141202,155,101,10397,2,CO011423,1,RTV3806371
3801844,1,141202,167,101,10397,2,CO011423,1,RTV3801844
3804534,1,141202,172,101,10397,2,CO011423,1,RTV3804534
3803737,1,141201,174,101,10397,2,CO011423,1,RTV3803737
3803523,1,141201,183,101,10397,2,CO011423,1,RTV3803523
3801970,1,141201,197,101,10397,2,CO011423,1,RTV3801970
3802503,1,141202,217,101,10397,2,CO011423,1,RTV3802503
3799370,1,141130,241,101,10397,2,CO011423,1,RTV3799370
3799589,1,141130,218,101,10397,3,CO011423,1,RTV3799589
3799601,1,141130,218,101,10397,3,CO011423,1,RTV3799601
3803197,1,141201,221,101,10397,3,CO011423,1,RTV3803197
3799567,1,141202,223,101,10397,3,CO011423,1,RTV3799567
3792671,1,141129,225,101,10397,3,CO011423,1,RTV3792671
3794662,1,141129,225,101,10397,3,CO011423,1,RTV3794662
3794958,1,141129,226,101,10397,3,CO011423,1,RTV3794958
3800366,1,141201,230,101,10397,3,CO011423,1,RTV3800366
3801319,1,141202,232,101,10397,3,CO011423,1,RTV3801319
3791614,1,141127,233,101,10397,3,CO011423,1,RTV3791614
3801479,1,141201,235,101,10397,3,CO011423,1,RTV3801479
3771581,1,141122,236,101,10397,3,CO011423,1,RTV3771581
3802487,1,141201,237,101,10397,3,CO011423,1,RTV3802487
3792917,1,141128,243,101,10397,3,CO011423,1,RTV3792917
3790268,1,141127,245,101,10397,3,CO011423,1,RTV3790268
3796461,1,141130,246,101,10397,3,CO011423,1,RTV3796461
3800860,1,141201,246,101,10397,3,CO011423,1,RTV3800860
3798380,1,141130,272,101,10397,3,CO011423,1,RTV3798380
3792980,1,141128,285,101,10397,3,CO011423,1,RTV3792980
3797663,1,141130,178,101,10397,3,CO011423,1,RTV3797663
3794466,1,141129,259,101,10397,4,CO011423,1,RTV3794466
3794473,1,141129,259,101,10397,4,CO011423,1,RTV3794473
3799940,1,141201,259,101,10397,4,CO011423,1,RTV3799940
3800756,1,141201,259,101,10397,4,CO011423,1,RTV3800756
3771795,1,141121,264,101,10397,4,CO011423,1,RTV3771795
3799524,1,141130,264,101,10397,4,CO011423,1,RTV3799524
3790606,1,141127,268,101,10397,4,CO011423,1,RTV3790606
3794069,1,141129,268,101,10397,4,CO011423,1,RTV3794069
3794095,1,141129,268,101,10397,4,CO011423,1,RTV3794095
3801902,1,141201,268,101,10397,4,CO011423,1,RTV3801902
3792980,1,141128,285,101,10397,4,CO011423,1,RTV3792980
3795882,1,141129,286,101,10397,4,CO011423,1,RTV3795882
3801664,1,141201,286,101,10397,4,CO011423,1,RTV3801664
3783036,1,141128,287,101,10397,4,CO011423,1,RTV3783036
3792862,1,141128,287,101,10397,4,CO011423,1,RTV3792862
3790630,1,141127,,,10397,4,CO011423,1,RTV3790630
3791797,1,141128,,,10397,4,CO011423,1,RTV3791797
3794708,1,141129,,,10397,4,CO011423,1,RTV3794708
3793195,1,141128,,,10397,4,CO011423,1,RTV3793195
3794265,1,141129,,,10397,4,CO011423,1,RTV3794265
3770011,1,141121,401,101,10397,4,CO011423,1,RTV3770011
3793067,1,141128,401,101,10397,4,CO011423,1,RTV3793067
3804136,1,141201,401,101,10397,4,CO011423,1,RTV3804136
3800923,1,141201,821,801,10397,4,CO011423,1,RTV3800923
3802610,1,141201,821,801,10397,4,CO011423,1,RTV3802610
3797579,1,141130,822,801,10397,4,CO011423,1,RTV3797579
3803086,1,141202,824,802,10397,4,CO011423,1,RTV3803086
3804783,1,141202,824,802,10397,4,CO011423,1,RTV3804783
3805070,1,141202,825,802,10397,4,CO011423,1,RTV3805070
3801872,1,141202,827,803,10397,4,CO011423,1,RTV3801872
3804390,1,141202,827,803,10397,4,CO011423,1,RTV3804390
3792449,1,141128,828,803,10397,4,CO011423,1,RTV3792449
3790243,1,141129,830,804,10397,4,CO011423,1,RTV3790243
3800115,1,141201,830,804,10397,4,CO011423,1,RTV3800115
3802721,1,141201,831,804,10397,4,CO011423,1,RTV3802721
3756244,1,141121,834,805,10397,4,CO011423,1,RTV3756244
3794317,1,141129,834,805,10397,4,CO011423,1,RTV3794317
3798165,1,141130,835,805,10397,4,CO011423,1,RTV3798165
