3730189,1,141107,832,804,10009,1,CO010635,1,RTV3730189
3729240,1,141107,260,101,10009,2,CO010635,1,RTV3729240
3729276,1,141107,212,101,10009,2,CO010635,1,RTV3729276
3730612,1,141107,101,101,10009,3,CO010635,1,RTV3730612
3731111,1,141107,102,102,10009,3,CO010635,1,RTV3731111
3726370,1,141105,111,101,17089,4,CO010635,1,RTV3726370
3719967,1,141103,112,101,17089,4,CO010635,1,RTV3719967
3723548,1,141104,112,101,17089,4,CO010635,1,RTV3723548
3720515,1,141103,115,101,17089,4,CO010635,1,RTV3720515
3715289,1,141102,118,101,17089,4,CO010635,1,RTV3715289
3716680,1,141102,118,101,17089,4,CO010635,1,RTV3716680
3727736,1,141105,118,101,17089,4,CO010635,1,RTV3727736
3727755,1,141105,118,101,17089,4,CO010635,1,RTV3727755
3725086,1,141104,123,101,17089,4,CO010635,1,RTV3725086
3724179,1,141106,129,101,17089,4,CO010635,1,RTV3724179
3724641,1,141104,138,101,17089,4,CO010635,1,RTV3724641
3722804,1,141103,140,101,17089,4,CO010635,1,RTV3722804
3727184,1,141105,140,101,17089,4,CO010635,1,RTV3727184
3723853,1,141104,226,101,17089,4,CO010635,1,RTV3723853
3729699,1,141107,226,101,17089,4,CO010635,1,RTV3729699
3721773,1,141103,240,101,17089,4,CO010635,1,RTV3721773
3724905,1,141104,245,101,17089,4,CO010635,1,RTV3724905
3728580,1,141106,263,101,17089,4,CO010635,1,RTV3728580
3731193,1,141107,101,101,17358,5,CO010635,1,RTV3731193
