3701170,1,141026,109,101,10727,1,CO010177,1,RTV3701170
3701497,1,141027,129,101,10727,1,CO010177,1,RTV3701497
3699971,1,141027,139,101,10727,1,CO010177,1,RTV3699971
3701346,1,141027,161,101,10727,1,CO010177,1,RTV3701346
3697335,1,141026,217,101,10727,1,CO010177,1,RTV3697335
3697982,1,141026,283,101,10727,1,CO010177,1,RTV3697982
3699546,1,141027,118,101,12521,2,CO010177,1,RTV3699546
3697627,1,141027,115,101,16868,3,CO010177,1,RTV3697627
3698951,1,141027,118,101,16868,3,CO010177,1,RTV3698951
3703764,1,141027,118,101,16868,3,CO010177,1,RTV3703764
3701356,1,141027,138,101,16868,3,CO010177,1,RTV3701356
3697725,1,141026,150,101,16868,3,CO010177,1,RTV3697725
3698811,1,141026,150,101,16868,3,CO010177,1,RTV3698811
3704511,1,141027,154,101,16868,3,CO010177,1,RTV3704511
3694609,1,141026,166,101,16868,3,CO010177,1,RTV3694609
3699773,1,141026,213,101,16868,3,CO010177,1,RTV3699773
3699189,1,141026,826,802,16868,3,CO010177,1,RTV3699189
3704383,1,141027,153,101,10250,4,CO010177,1,RTV3704383
3705579,1,141027,195,101,10250,4,CO010177,1,RTV3705579
3705340,1,141027,242,101,10250,4,CO010177,1,RTV3705340
3703734,1,141027,825,802,10250,4,CO010177,1,RTV3703734
3695710,1,141025,827,803,10250,4,CO010177,1,RTV3695710
3701856,1,141027,830,804,10250,4,CO010177,1,RTV3701856
3701642,1,141027,111,101,10250,4,CO010177,1,RTV3701642
3699730,1,141027,118,101,10250,4,CO010177,1,RTV3699730
3699630,1,141027,138,101,10250,4,CO010177,1,RTV3699630
3700796,1,141027,147,101,10250,4,CO010177,1,RTV3700796
