2448822,1,130729,122,101,10123,1,CO010274,1,RTV2448822
2346703,1,130615,112,101,10123,2,CO010274,1,RTV2346703
2376821,1,130628,112,101,10123,2,CO010274,1,RTV2376821
2402025,1,130708,112,101,10123,2,CO010274,1,RTV2402025
2404122,1,130709,112,101,10123,2,CO010274,1,RTV2404122
2413700,1,130713,112,101,10123,2,CO010274,1,RTV2413700
2413731,1,130713,112,101,10123,2,CO010274,1,RTV2413731
2420095,1,130716,112,101,10123,2,CO010274,1,RTV2420095
2429232,1,130720,112,101,10123,2,CO010274,1,RTV2429232
2434861,1,130722,112,101,10123,2,CO010274,1,RTV2434861
2429418,1,130720,114,101,10123,2,CO010274,1,RTV2429418
